วันที่,เวลา,ประเภทมูลฝอย,จุดกำเนิด_หมวดหมู่,น้ำหนัก_กก,ผู้บันทึก
2026-04-24,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน ER,5.0,หัวหน้าแม่บ้าน Outsource
2026-04-24,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน OPD,3.0,หัวหน้าแม่บ้าน Outsource
2026-04-24,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน LAB เทคนิคการแพทย์,6.0,หัวหน้าแม่บ้าน Outsource
2026-04-24,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน LR ห้องคลอด,3.0,หัวหน้าแม่บ้าน Outsource
2026-04-24,16:00:00,มูลฝอยติดเชื้อ,หน่วยงานทันตกรรม,4.0,หัวหน้าแม่บ้าน Outsource
2026-04-24,16:00:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (ชาย),12.0,หัวหน้าแม่บ้าน Outsource
2026-04-24,16:00:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (หญิง),20.0,หัวหน้าแม่บ้าน Outsource
2026-04-24,16:00:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 1),4.0,หัวหน้าแม่บ้าน Outsource
2026-04-24,16:00:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 2),4.0,หัวหน้าแม่บ้าน Outsource
2026-04-24,16:00:00,มูลฝอยติดเชื้อ,ห้องทำแผล-ฉีดยา,8.0,หัวหน้าแม่บ้าน Outsource
2026-04-24,16:00:00,มูลฝอยติดเชื้อ,งานแพทย์ทางเลือก,1.0,หัวหน้าแม่บ้าน Outsource
2026-04-24,16:00:00,มูลฝอยติดเชื้อ,งานซักฟอก,1.0,หัวหน้าแม่บ้าน Outsource
2026-04-24,16:00:00,มูลฝอยติดเชื้อ,งานจ่ายกลาง,1.0,หัวหน้าแม่บ้าน Outsource
2026-04-24,16:00:00,มูลฝอยติดเชื้อ,งานอื่นๆ,1.0,หัวหน้าแม่บ้าน Outsource
2026-04-24,16:00:00,มูลฝอยติดเชื้อ,คลินิก NCD,3.0,หัวหน้าแม่บ้าน Outsource
2026-04-24,16:00:00,มูลฝอยติดเชื้อ,งานจิตเวชและยาเสพติด.1,1.0,หัวหน้าแม่บ้าน Outsource
2026-04-24,16:30:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ หน้าห้องซ่อมบำรุง,172.0,นายเจต  ทองแก้ว
2026-04-24,16:30:00,มูลฝอยทั่วไป,จุดพัก ใต้บันได ATM,162.0,นายเจต  ทองแก้ว
2026-04-24,16:30:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตปลางทอง,32.0,นายเจต  ทองแก้ว
2026-04-24,16:30:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลต 48 ยูนิต,30.0,นายเจต  ทองแก้ว
2026-04-24,16:30:00,มูลฝอยทั่วไป,หน่วยงานยานพาหนะ,32.0,นายเจต  ทองแก้ว
2026-04-24,16:30:00,มูลฝอยอินทรีย์,งานโภชนาการ,21.0,นายเจต  ทองแก้ว
2026-04-25,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน ER,8.0,หัวหน้าแม่บ้าน Outsource
2026-04-25,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน OPD,2.0,หัวหน้าแม่บ้าน Outsource
2026-04-25,10:30:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (ชาย),8.0,หัวหน้าแม่บ้าน Outsource
2026-04-25,10:30:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (หญิง),19.0,หัวหน้าแม่บ้าน Outsource
2026-04-25,10:30:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 1),4.0,หัวหน้าแม่บ้าน Outsource
2026-04-25,10:30:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 2),4.0,หัวหน้าแม่บ้าน Outsource
2026-04-25,10:30:00,มูลฝอยติดเชื้อ,ห้องทำแผล-ฉีดยา,3.0,หัวหน้าแม่บ้าน Outsource
2026-04-25,10:30:00,มูลฝอยติดเชื้อ,งานซักฟอก,2.0,หัวหน้าแม่บ้าน Outsource
2026-04-25,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน ER,3.0,หัวหน้าแม่บ้าน Outsource
2026-04-25,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน เภสัช (ER),3.0,หัวหน้าแม่บ้าน Outsource
2026-04-25,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน LR ห้องคลอด,3.0,หัวหน้าแม่บ้าน Outsource
2026-04-25,16:00:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (หญิง),14.0,หัวหน้าแม่บ้าน Outsource
2026-04-25,16:00:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 2),3.0,หัวหน้าแม่บ้าน Outsource
2026-04-25,16:00:00,มูลฝอยติดเชื้อ,ห้องทำแผล-ฉีดยา,3.0,หัวหน้าแม่บ้าน Outsource
2026-04-25,16:00:00,มูลฝอยติดเชื้อ,งานจ่ายกลาง,1.0,หัวหน้าแม่บ้าน Outsource
2026-04-25,16:30:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ หน้าห้องซ่อมบำรุง,164.0,นายเจต  ทองแก้ว
2026-04-25,16:30:00,มูลฝอยทั่วไป,จุดพัก ใต้บันได ATM,114.0,นายเจต  ทองแก้ว
2026-04-25,16:30:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตม่านฟ้า,29.0,นายเจต  ทองแก้ว
2026-04-25,16:30:00,มูลฝอยทั่วไป,จุดรับส่งพัสดุ เอกชน,38.0,นายเจต  ทองแก้ว
2026-04-25,16:30:00,มูลฝอยอินทรีย์,งานโภชนาการ,18.0,นายเจต  ทองแก้ว
2026-04-26,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน ER,4.0,หัวหน้าแม่บ้าน Outsource
2026-04-26,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน OPD,2.0,หัวหน้าแม่บ้าน Outsource
2026-04-26,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน LAB เทคนิคการแพทย์,4.0,หัวหน้าแม่บ้าน Outsource
2026-04-26,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน LR ห้องคลอด,6.0,หัวหน้าแม่บ้าน Outsource
2026-04-26,10:30:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (ชาย),8.0,หัวหน้าแม่บ้าน Outsource
2026-04-26,10:30:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (หญิง),14.0,หัวหน้าแม่บ้าน Outsource
2026-04-26,10:30:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 1),4.0,หัวหน้าแม่บ้าน Outsource
2026-04-26,10:30:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 2),4.0,หัวหน้าแม่บ้าน Outsource
2026-04-26,10:30:00,มูลฝอยติดเชื้อ,งานซักฟอก,2.0,หัวหน้าแม่บ้าน Outsource
2026-04-26,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน ER,5.0,หัวหน้าแม่บ้าน Outsource
2026-04-26,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน เภสัช (ER),1.0,หัวหน้าแม่บ้าน Outsource
2026-04-26,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน LR ห้องคลอด,4.0,หัวหน้าแม่บ้าน Outsource
2026-04-26,16:00:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (ชาย),18.0,หัวหน้าแม่บ้าน Outsource
2026-04-26,16:00:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (หญิง),12.0,หัวหน้าแม่บ้าน Outsource
2026-04-26,16:00:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 1),3.0,หัวหน้าแม่บ้าน Outsource
2026-04-26,16:00:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 2),4.0,หัวหน้าแม่บ้าน Outsource
2026-04-26,16:00:00,มูลฝอยติดเชื้อ,ห้องทำแผล-ฉีดยา,6.0,หัวหน้าแม่บ้าน Outsource
2026-04-26,16:00:00,มูลฝอยติดเชื้อ,งานจ่ายกลาง,1.0,หัวหน้าแม่บ้าน Outsource
2026-04-26,16:30:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ หน้าห้องซ่อมบำรุง,136.0,นายเจต  ทองแก้ว
2026-04-26,16:30:00,มูลฝอยทั่วไป,จุดพัก ใต้บันได ATM,124.0,นายเจต  ทองแก้ว
2026-04-26,16:30:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตเก่า,36.0,นายเจต  ทองแก้ว
2026-04-26,16:30:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลต 48 ยูนิต,38.0,นายเจต  ทองแก้ว
2026-04-26,16:30:00,มูลฝอยอินทรีย์,งานโภชนาการ,18.0,นายเจต  ทองแก้ว
2026-04-27,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน ER,5.0,หัวหน้าแม่บ้าน Outsource
2026-04-27,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน OPD,3.0,หัวหน้าแม่บ้าน Outsource
2026-04-27,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน LAB เทคนิคการแพทย์,2.0,หัวหน้าแม่บ้าน Outsource
2026-04-27,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน LR ห้องคลอด,3.0,หัวหน้าแม่บ้าน Outsource
2026-04-27,10:30:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (ชาย),9.0,หัวหน้าแม่บ้าน Outsource
2026-04-27,10:30:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (หญิง),17.0,หัวหน้าแม่บ้าน Outsource
2026-04-27,10:30:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 1),3.0,หัวหน้าแม่บ้าน Outsource
2026-04-27,10:30:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 2),5.0,หัวหน้าแม่บ้าน Outsource
2026-04-27,10:30:00,มูลฝอยติดเชื้อ,ห้องทำแผล-ฉีดยา,3.0,หัวหน้าแม่บ้าน Outsource
2026-04-27,10:30:00,มูลฝอยติดเชื้อ,งานบริหาร,3.0,หัวหน้าแม่บ้าน Outsource
2026-04-27,10:30:00,มูลฝอยติดเชื้อ,งานซักฟอก,3.0,หัวหน้าแม่บ้าน Outsource
2026-04-27,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน ER,3.0,หัวหน้าแม่บ้าน Outsource
2026-04-27,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน OPD,5.0,หัวหน้าแม่บ้าน Outsource
2026-04-27,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน LAB เทคนิคการแพทย์,9.0,หัวหน้าแม่บ้าน Outsource
2026-04-27,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน LR ห้องคลอด,3.0,หัวหน้าแม่บ้าน Outsource
2026-04-27,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน OR ห้องผ่าตัด,4.0,หัวหน้าแม่บ้าน Outsource
2026-04-27,16:00:00,มูลฝอยติดเชื้อ,หน่วยงานทันตกรรม,3.0,หัวหน้าแม่บ้าน Outsource
2026-04-27,16:00:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (ชาย),16.0,หัวหน้าแม่บ้าน Outsource
2026-04-27,16:00:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (หญิง),18.0,หัวหน้าแม่บ้าน Outsource
2026-04-27,16:00:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 2),4.0,หัวหน้าแม่บ้าน Outsource
2026-04-27,16:00:00,มูลฝอยติดเชื้อ,ห้องทำแผล-ฉีดยา,4.0,หัวหน้าแม่บ้าน Outsource
2026-04-27,16:00:00,มูลฝอยติดเชื้อ,งานแพทย์ทางเลือก,0.2,หัวหน้าแม่บ้าน Outsource
2026-04-27,16:00:00,มูลฝอยติดเชื้อ,งานซักฟอก,1.0,หัวหน้าแม่บ้าน Outsource
2026-04-27,16:00:00,มูลฝอยติดเชื้อ,งานจ่ายกลาง,1.0,หัวหน้าแม่บ้าน Outsource
2026-04-27,16:00:00,มูลฝอยติดเชื้อ,งานอื่นๆ,1.0,หัวหน้าแม่บ้าน Outsource
2026-04-28,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน ER,5.0,หัวหน้าแม่บ้าน Outsource
2026-04-28,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน OPD,6.0,หัวหน้าแม่บ้าน Outsource
2026-04-28,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน LR ห้องคลอด,3.0,หัวหน้าแม่บ้าน Outsource
2026-04-28,10:30:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (ชาย),18.0,หัวหน้าแม่บ้าน Outsource
2026-04-28,10:30:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (หญิง),21.0,หัวหน้าแม่บ้าน Outsource
2026-04-28,10:30:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 1),4.0,หัวหน้าแม่บ้าน Outsource
2026-04-28,10:30:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 2),4.0,หัวหน้าแม่บ้าน Outsource
2026-04-28,10:30:00,มูลฝอยติดเชื้อ,ห้องทำแผล-ฉีดยา,3.0,หัวหน้าแม่บ้าน Outsource
2026-04-28,10:30:00,มูลฝอยติดเชื้อ,งานซักฟอก,2.0,หัวหน้าแม่บ้าน Outsource
2026-04-28,11:45:00,มูลฝอยรีไซเคิล,กระดาษกล่อง,40.0,นางวรีย์ คำผง
2026-04-28,11:45:00,มูลฝอยรีไซเคิล,เศษกระดาษ จับจ๊๊ว,20.0,นางวรีย์ คำผง
2026-04-28,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน ER,6.0,หัวหน้าแม่บ้าน Outsource
2026-04-28,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน OPD,3.0,หัวหน้าแม่บ้าน Outsource
2026-04-28,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน เภสัช (ER),8.0,หัวหน้าแม่บ้าน Outsource
2026-04-28,16:00:00,มูลฝอยติดเชื้อ,หน่วยงานทันตกรรม,4.0,หัวหน้าแม่บ้าน Outsource
2026-04-28,16:00:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (หญิง),16.0,หัวหน้าแม่บ้าน Outsource
2026-04-28,16:00:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 1),3.0,หัวหน้าแม่บ้าน Outsource
2026-04-28,16:00:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 2),4.0,หัวหน้าแม่บ้าน Outsource
2026-04-28,16:00:00,มูลฝอยติดเชื้อ,ห้องทำแผล-ฉีดยา,6.0,หัวหน้าแม่บ้าน Outsource
2026-04-28,16:00:00,มูลฝอยติดเชื้อ,งานแพทย์ทางเลือก,0.3,หัวหน้าแม่บ้าน Outsource
2026-04-28,16:00:00,มูลฝอยติดเชื้อ,งานซักฟอก,3.0,หัวหน้าแม่บ้าน Outsource
2026-04-28,16:00:00,มูลฝอยติดเชื้อ,งานจ่ายกลาง,1.0,หัวหน้าแม่บ้าน Outsource
2026-04-28,16:00:00,มูลฝอยติดเชื้อ,งานอื่นๆ,1.0,หัวหน้าแม่บ้าน Outsource
2026-04-28,16:05:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ หน้าห้องซ่อมบำรุง,165.0,นายเจต  ทองแก้ว
2026-04-28,16:05:00,มูลฝอยทั่วไป,จุดพัก ใต้บันได ATM,142.0,นายเจต  ทองแก้ว
2026-04-28,16:05:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลต 48 ยูนิต,32.0,นายเจต  ทองแก้ว
2026-04-28,16:05:00,มูลฝอยอินทรีย์,งานโภชนาการ,18.0,นายเจต  ทองแก้ว
2026-04-29,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน ER,3.0,หัวหน้าแม่บ้าน Outsource
2026-04-29,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน OPD,2.0,หัวหน้าแม่บ้าน Outsource
2026-04-29,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน เภสัช (ER),2.0,หัวหน้าแม่บ้าน Outsource
2026-04-29,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน OR ห้องผ่าตัด,3.0,หัวหน้าแม่บ้าน Outsource
2026-04-29,10:30:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (ชาย),2.0,หัวหน้าแม่บ้าน Outsource
2026-04-29,10:30:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (หญิง),4.0,หัวหน้าแม่บ้าน Outsource
2026-04-29,10:30:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 1),1.0,หัวหน้าแม่บ้าน Outsource
2026-04-29,10:30:00,มูลฝอยติดเชื้อ,ห้องทำแผล-ฉีดยา,2.0,หัวหน้าแม่บ้าน Outsource
2026-04-29,10:30:00,มูลฝอยติดเชื้อ,คลินิก NCD,1.0,หัวหน้าแม่บ้าน Outsource
2026-04-29,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน ER,3.0,หัวหน้าแม่บ้าน Outsource
2026-04-29,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน OPD,2.0,หัวหน้าแม่บ้าน Outsource
2026-04-29,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน เภสัช (ER),2.0,หัวหน้าแม่บ้าน Outsource
2026-04-29,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน LAB เทคนิคการแพทย์,1.0,หัวหน้าแม่บ้าน Outsource
2026-04-29,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน OR ห้องผ่าตัด,2.0,หัวหน้าแม่บ้าน Outsource
2026-04-29,16:00:00,มูลฝอยติดเชื้อ,หน่วยงานทันตกรรม,2.0,หัวหน้าแม่บ้าน Outsource
2026-04-29,16:00:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (ชาย),1.0,หัวหน้าแม่บ้าน Outsource
2026-04-29,16:00:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (หญิง),2.0,หัวหน้าแม่บ้าน Outsource
2026-04-29,16:00:00,มูลฝอยติดเชื้อ,คลินิก NCD,2.0,หัวหน้าแม่บ้าน Outsource
2026-04-29,16:30:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ หน้าห้องซ่อมบำรุง,165.0,นายเจต  ทองแก้ว
2026-04-29,16:30:00,มูลฝอยทั่วไป,จุดพัก ใต้บันได ATM,168.0,นายเจต  ทองแก้ว
2026-04-29,16:30:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตปลางทอง,32.0,นายเจต  ทองแก้ว
2026-04-29,16:30:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตม่านฟ้า,30.0,นายเจต  ทองแก้ว
2026-04-29,16:30:00,มูลฝอยทั่วไป,จุดรับส่งพัสดุ เอกชน,42.0,นายเจต  ทองแก้ว
2026-04-29,16:30:00,มูลฝอยอินทรีย์,งานโภชนาการ,19.0,นายเจต  ทองแก้ว
2026-04-30,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน ER,6.0,หัวหน้าแม่บ้าน Outsource
2026-04-30,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน OPD,5.0,หัวหน้าแม่บ้าน Outsource
2026-04-30,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน เภสัช (ER),1.0,หัวหน้าแม่บ้าน Outsource
2026-04-30,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน LR ห้องคลอด,3.0,หัวหน้าแม่บ้าน Outsource
2026-04-30,10:30:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (ชาย),16.0,หัวหน้าแม่บ้าน Outsource
2026-04-30,10:30:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (หญิง),19.0,หัวหน้าแม่บ้าน Outsource
2026-04-30,10:30:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 1),4.0,หัวหน้าแม่บ้าน Outsource
2026-04-30,10:30:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 2),5.0,หัวหน้าแม่บ้าน Outsource
2026-04-30,10:30:00,มูลฝอยติดเชื้อ,ห้องทำแผล-ฉีดยา,3.0,หัวหน้าแม่บ้าน Outsource
2026-04-30,10:30:00,มูลฝอยติดเชื้อ,งานซักฟอก,5.0,หัวหน้าแม่บ้าน Outsource
2026-04-30,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน ER,5.0,หัวหน้าแม่บ้าน Outsource
2026-04-30,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน OPD,3.0,หัวหน้าแม่บ้าน Outsource
2026-04-30,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน LAB เทคนิคการแพทย์,8.0,หัวหน้าแม่บ้าน Outsource
2026-04-30,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน LR ห้องคลอด,3.0,หัวหน้าแม่บ้าน Outsource
2026-04-30,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน OR ห้องผ่าตัด,4.0,หัวหน้าแม่บ้าน Outsource
2026-04-30,16:00:00,มูลฝอยติดเชื้อ,หน่วยงานทันตกรรม,4.0,หัวหน้าแม่บ้าน Outsource
2026-04-30,16:00:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (หญิง),8.0,หัวหน้าแม่บ้าน Outsource
2026-04-30,16:00:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 2),4.0,หัวหน้าแม่บ้าน Outsource
2026-04-30,16:00:00,มูลฝอยติดเชื้อ,ห้องทำแผล-ฉีดยา,5.0,หัวหน้าแม่บ้าน Outsource
2026-04-30,16:00:00,มูลฝอยติดเชื้อ,งานแพทย์ทางเลือก,0.2,หัวหน้าแม่บ้าน Outsource
2026-04-30,16:00:00,มูลฝอยติดเชื้อ,งานซักฟอก,2.0,หัวหน้าแม่บ้าน Outsource
2026-04-30,16:00:00,มูลฝอยติดเชื้อ,งานอื่นๆ,2.0,หัวหน้าแม่บ้าน Outsource
2026-04-30,16:00:00,มูลฝอยติดเชื้อ,คลินิก NCD,2.0,หัวหน้าแม่บ้าน Outsource
2026-04-30,16:00:00,มูลฝอยติดเชื้อ,งานจิตเวชและยาเสพติด.1,2.0,หัวหน้าแม่บ้าน Outsource
2026-05-01,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน ER,6.0,หัวหน้าแม่บ้าน Outsource
2026-05-01,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน OPD,3.0,หัวหน้าแม่บ้าน Outsource
2026-05-01,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน LAB เทคนิคการแพทย์,3.0,หัวหน้าแม่บ้าน Outsource
2026-05-01,10:30:00,มูลฝอยติดเชื้อ,หน่วยงาน LR ห้องคลอด,7.0,หัวหน้าแม่บ้าน Outsource
2026-05-01,10:30:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (ชาย),9.0,หัวหน้าแม่บ้าน Outsource
2026-05-01,10:30:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (หญิง),17.0,หัวหน้าแม่บ้าน Outsource
2026-05-01,10:30:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 1),6.0,หัวหน้าแม่บ้าน Outsource
2026-05-01,10:30:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 2),6.0,หัวหน้าแม่บ้าน Outsource
2026-05-01,10:30:00,มูลฝอยติดเชื้อ,ห้องทำแผล-ฉีดยา,3.0,หัวหน้าแม่บ้าน Outsource
2026-05-01,10:30:00,มูลฝอยติดเชื้อ,งานบริหาร,1.0,หัวหน้าแม่บ้าน Outsource
2026-05-01,10:30:00,มูลฝอยติดเชื้อ,งานซักฟอก,2.0,หัวหน้าแม่บ้าน Outsource
2026-05-01,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน ER,5.0,หัวหน้าแม่บ้าน Outsource
2026-05-01,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน OPD,3.0,หัวหน้าแม่บ้าน Outsource
2026-05-01,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน เภสัช (ER),3.0,หัวหน้าแม่บ้าน Outsource
2026-05-01,16:00:00,มูลฝอยติดเชื้อ,หน่วยงาน LR ห้องคลอด,2.0,หัวหน้าแม่บ้าน Outsource
2026-05-01,16:00:00,มูลฝอยติดเชื้อ,หน่วยงานทันตกรรม,4.0,หัวหน้าแม่บ้าน Outsource
2026-05-01,16:00:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (ชาย),8.0,หัวหน้าแม่บ้าน Outsource
2026-05-01,16:00:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (หญิง),15.0,หัวหน้าแม่บ้าน Outsource
2026-05-01,16:00:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 1),3.0,หัวหน้าแม่บ้าน Outsource
2026-05-01,16:00:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 2),4.0,หัวหน้าแม่บ้าน Outsource
2026-05-01,16:00:00,มูลฝอยติดเชื้อ,ห้องทำแผล-ฉีดยา,5.0,หัวหน้าแม่บ้าน Outsource
2026-05-01,16:00:00,มูลฝอยติดเชื้อ,งานแพทย์ทางเลือก,0.3,หัวหน้าแม่บ้าน Outsource
2026-05-01,16:00:00,มูลฝอยติดเชื้อ,งานซักฟอก,2.0,หัวหน้าแม่บ้าน Outsource
2026-05-01,16:00:00,มูลฝอยติดเชื้อ,งานจ่ายกลาง,1.0,หัวหน้าแม่บ้าน Outsource
2026-05-01,16:00:00,มูลฝอยติดเชื้อ,งานอื่นๆ,0.3,หัวหน้าแม่บ้าน Outsource
2026-05-01,16:00:00,มูลฝอยติดเชื้อ,คลินิก NCD,2.0,หัวหน้าแม่บ้าน Outsource
2026-05-01,16:00:00,มูลฝอยติดเชื้อ,งานจิตเวชและยาเสพติด.1,1.0,หัวหน้าแม่บ้าน Outsource
2026-05-01,16:30:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ หน้าห้องซ่อมบำรุง,163.0,นายเจต  ทองแก้ว
2026-05-01,16:30:00,มูลฝอยทั่วไป,จุดพัก ใต้บันได ATM,142.0,นายเจต  ทองแก้ว
2026-05-01,16:30:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตเก่า,38.0,นายเจต  ทองแก้ว
2026-05-01,16:30:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลต 48 ยูนิต,32.0,นายเจต  ทองแก้ว
