วันที่,เวลา,ประเภทมูลฝอย,จุดกำเนิด_หมวดหมู่,น้ำหนัก_กก,ผู้บันทึก
2022-02-17,10:30:00,มูลฝอยรีไซเคิล,ตลับหมึกเครื่องพิมพ์,500.0,นางสุดาวรรณ จุลสุข
2022-02-17,10:30:00,มูลฝอยรีไซเคิล,ตลับหมึกเครื่องพิมพ์,60.0,นางสุดาวรรณ จุลสุข
2022-03-30,10:30:00,มูลฝอยรีไซเคิล,ตลับหมึกเครื่องพิมพ์,50.0,นางสุดาวรรณ จุลสุข
2022-04-20,10:30:00,มูลฝอยรีไซเคิล,กระดาษกล่อง,901.0,นางสุดาวรรณ จุลสุข
2022-04-20,10:30:00,มูลฝอยรีไซเคิล,เศษกระดาษ จับจ๊๊ว,401.0,นางสุดาวรรณ จุลสุข
2022-04-20,10:30:00,มูลฝอยรีไซเคิล,พลาสติกรวม,542.0,นางสุดาวรรณ จุลสุข
2022-04-20,10:30:00,มูลฝอยรีไซเคิล,เหล็ก,33.0,นางสุดาวรรณ จุลสุข
2022-04-20,10:30:00,มูลฝอยรีไซเคิล,อลูมิเนียม,67.0,นางสุดาวรรณ จุลสุข
2022-04-20,10:30:00,มูลฝอยรีไซเคิล,สแตนเลส,4.0,นางสุดาวรรณ จุลสุข
2022-04-20,10:30:00,มูลฝอยรีไซเคิล,ขวดแก้ว,26.0,นางสุดาวรรณ จุลสุข
2022-05-05,10:40:00,มูลฝอยรีไซเคิล,ตลับหมึกเครื่องพิมพ์,9.0,นางสุดาวรรณ จุลสุข
2022-06-08,11:30:00,มูลฝอยรีไซเคิล,กระดาษกล่อง,361.0,นางสุดาวรรณ จุลสุข
2022-06-08,11:30:00,มูลฝอยรีไซเคิล,เศษกระดาษ จับจ๊๊ว,239.0,นางสุดาวรรณ จุลสุข
2022-06-08,11:30:00,มูลฝอยรีไซเคิล,พลาสติกรวม,125.0,นางสุดาวรรณ จุลสุข
2022-06-08,11:30:00,มูลฝอยรีไซเคิล,เหล็ก,269.0,นางสุดาวรรณ จุลสุข
2022-06-08,11:30:00,มูลฝอยรีไซเคิล,อลูมิเนียม,407.0,นางสุดาวรรณ จุลสุข
2022-06-08,11:30:00,มูลฝอยรีไซเคิล,สแตนเลส,37.0,นางสุดาวรรณ จุลสุข
2022-06-08,11:30:00,มูลฝอยรีไซเคิล,ขวดแก้ว,16.0,นางสุดาวรรณ จุลสุข
2022-06-08,11:30:00,มูลฝอยรีไซเคิล,วัสดุอื่นๆ,165.0,นางสุดาวรรณ จุลสุข
2022-06-20,11:30:00,มูลฝอยรีไซเคิล,เหล็ก,56.0,นางสุดาวรรณ จุลสุข
2022-06-20,11:30:00,มูลฝอยรีไซเคิล,อลูมิเนียม,333.0,นางสุดาวรรณ จุลสุข
2022-06-20,11:30:00,มูลฝอยรีไซเคิล,ทองแดง,10.0,นางสุดาวรรณ จุลสุข
2022-06-20,11:30:00,มูลฝอยรีไซเคิล,สังกะสี,9.0,นางสุดาวรรณ จุลสุข
2022-08-05,11:30:00,มูลฝอยรีไซเคิล,กระดาษกล่อง,573.0,นางสุดาวรรณ จุลสุข
2022-08-05,11:30:00,มูลฝอยรีไซเคิล,เศษกระดาษ จับจ๊๊ว,301.0,นางสุดาวรรณ จุลสุข
2022-08-05,11:30:00,มูลฝอยรีไซเคิล,ขวดพลาสติก,9.0,นางสุดาวรรณ จุลสุข
2022-08-05,11:30:00,มูลฝอยรีไซเคิล,พลาสติกรวม,229.0,นางสุดาวรรณ จุลสุข
2022-08-05,11:30:00,มูลฝอยรีไซเคิล,อลูมิเนียม,9.0,นางสุดาวรรณ จุลสุข
2022-08-05,11:30:00,มูลฝอยรีไซเคิล,ขวดแก้ว,34.0,นางสุดาวรรณ จุลสุข
2022-10-15,16:30:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ หน้าห้องซ่อมบำรุง,2514.0,นายเจต  ทองแก้ว
2022-10-15,16:30:00,มูลฝอยทั่วไป,จุดพัก ใต้บันได ATM,2310.0,นายเจต  ทองแก้ว
2022-10-15,16:30:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตปลางทอง,423.0,นายเจต  ทองแก้ว
2022-10-15,16:30:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตเก่า,451.0,นายเจต  ทองแก้ว
2022-10-15,16:30:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลต 48 ยูนิต,532.0,นายเจต  ทองแก้ว
2022-10-15,16:30:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตม่านฟ้า,412.0,นายเจต  ทองแก้ว
2022-10-15,16:30:00,มูลฝอยทั่วไป,หน่วยงานยานพาหนะ,462.0,นายเจต  ทองแก้ว
2022-10-15,16:30:00,มูลฝอยทั่วไป,จุดรับส่งพัสดุ เอกชน,523.0,นายเจต  ทองแก้ว
2022-10-15,16:30:00,มูลฝอยอินทรีย์,งานโภชนาการ,189.0,นายเจต  ทองแก้ว
2022-10-31,11:00:00,มูลฝอยติดเชื้อ,หน่วยงาน ER,533.0,นางสุดาวรรณ  จุลสุข
2022-10-31,11:00:00,มูลฝอยติดเชื้อ,หน่วยงาน OPD,155.0,นางสุดาวรรณ  จุลสุข
2022-10-31,11:00:00,มูลฝอยติดเชื้อ,หน่วยงาน X-ray,20.0,นางสุดาวรรณ  จุลสุข
2022-10-31,11:00:00,มูลฝอยติดเชื้อ,หน่วยงาน เภสัช (ER),40.0,นางสุดาวรรณ  จุลสุข
2022-10-31,11:00:00,มูลฝอยติดเชื้อ,หน่วยงาน LAB เทคนิคการแพทย์,444.0,นางสุดาวรรณ  จุลสุข
2022-10-31,11:00:00,มูลฝอยติดเชื้อ,หน่วยงาน LR ห้องคลอด,428.0,นางสุดาวรรณ  จุลสุข
2022-10-31,11:00:00,มูลฝอยติดเชื้อ,หน่วยงาน OR ห้องผ่าตัด,175.0,นางสุดาวรรณ  จุลสุข
2022-10-31,11:00:00,มูลฝอยติดเชื้อ,หน่วยงานทันตกรรม,103.0,นางสุดาวรรณ  จุลสุข
2022-10-31,11:00:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (ชาย),661.0,นางสุดาวรรณ  จุลสุข
2022-10-31,11:00:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (หญิง),660.0,นางสุดาวรรณ  จุลสุข
2022-10-31,11:00:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 1),501.0,นางสุดาวรรณ  จุลสุข
2022-10-31,11:00:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 2),400.0,นางสุดาวรรณ  จุลสุข
2022-10-31,11:00:00,มูลฝอยติดเชื้อ,งานแพทย์ทางเลือก,73.0,นางสุดาวรรณ  จุลสุข
2022-10-31,11:00:00,มูลฝอยติดเชื้อ,งานบริหาร,147.0,นางสุดาวรรณ  จุลสุข
2022-10-31,11:00:00,มูลฝอยติดเชื้อ,งานยานพาหนะ,14.0,นางสุดาวรรณ  จุลสุข
2022-10-31,11:00:00,มูลฝอยติดเชื้อ,งานซักฟอก,191.0,นางสุดาวรรณ  จุลสุข
2022-10-31,11:00:00,มูลฝอยติดเชื้อ,งานบำบันน้ำเสีย,44.0,นางสุดาวรรณ  จุลสุข
2022-10-31,11:00:00,มูลฝอยติดเชื้อ,งานจ่ายกลาง,52.0,นางสุดาวรรณ  จุลสุข
2022-10-31,11:00:00,มูลฝอยติดเชื้อ,คลินิก NCD,205.0,นางสุดาวรรณ  จุลสุข
2022-10-31,11:00:00,มูลฝอยติดเชื้อ,คลินิก ANC,112.0,นางสุดาวรรณ  จุลสุข
2022-10-31,11:00:00,มูลฝอยติดเชื้อ,หน่วยงานอาชีวอนามัย,44.0,นางสุดาวรรณ  จุลสุข
2022-10-31,11:00:00,มูลฝอยติดเชื้อ,ห้องพักศพ (สันติสุข),4.0,นางสุดาวรรณ  จุลสุข
2022-10-31,14:30:00,มูลฝอยอันตราย,หน่วยงานซ่อมบำรุง,35.0,นายเจต  ทองแก้ว
2022-10-31,14:30:00,มูลฝอยอันตราย,หน่วยงาน OR ห้องผ่าตัด,24.0,นายเจต  ทองแก้ว
2022-10-31,14:30:00,มูลฝอยอันตราย,จุดพัก OPD อาคาร 3 ชั้น,60.0,นายเจต  ทองแก้ว
2022-10-31,14:30:00,มูลฝอยอันตราย,จุดพัก ATM,65.0,นายเจต  ทองแก้ว
2022-10-31,14:30:00,มูลฝอยอันตราย,หน่วยงานจ่ายกลาง,16.0,นายเจต  ทองแก้ว
2022-10-31,16:20:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ หน้าห้องซ่อมบำรุง,2431.0,นายเจต  ทองแก้ว
2022-10-31,16:20:00,มูลฝอยทั่วไป,จุดพัก ใต้บันได ATM,2231.0,นายเจต  ทองแก้ว
2022-10-31,16:20:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตปลางทอง,432.0,นายเจต  ทองแก้ว
2022-10-31,16:20:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตเก่า,442.0,นายเจต  ทองแก้ว
2022-10-31,16:20:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลต 48 ยูนิต,436.0,นายเจต  ทองแก้ว
2022-10-31,16:20:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตม่านฟ้า,461.0,นายเจต  ทองแก้ว
2022-10-31,16:20:00,มูลฝอยทั่วไป,หน่วยงานยานพาหนะ,420.0,นายเจต  ทองแก้ว
2022-10-31,16:20:00,มูลฝอยทั่วไป,จุดรับส่งพัสดุ เอกชน,532.0,นายเจต  ทองแก้ว
2022-10-31,16:20:00,มูลฝอยอินทรีย์,งานโภชนาการ,192.0,นายเจต  ทองแก้ว
2022-11-15,16:10:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ หน้าห้องซ่อมบำรุง,2432.0,นายเจต  ทองแก้ว
2022-11-15,16:10:00,มูลฝอยทั่วไป,จุดพัก ใต้บันได ATM,2156.0,นายเจต  ทองแก้ว
2022-11-15,16:10:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตปลางทอง,436.0,นายเจต  ทองแก้ว
2022-11-15,16:10:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตเก่า,451.0,นายเจต  ทองแก้ว
2022-11-15,16:10:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลต 48 ยูนิต,445.0,นายเจต  ทองแก้ว
2022-11-15,16:10:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตม่านฟ้า,406.0,นายเจต  ทองแก้ว
2022-11-15,16:10:00,มูลฝอยทั่วไป,หน่วยงานยานพาหนะ,433.0,นายเจต  ทองแก้ว
2022-11-15,16:10:00,มูลฝอยทั่วไป,จุดรับส่งพัสดุ เอกชน,542.0,นายเจต  ทองแก้ว
2022-11-15,16:10:00,มูลฝอยอินทรีย์,งานโภชนาการ,189.0,นายเจต  ทองแก้ว
2022-11-30,11:00:00,มูลฝอยติดเชื้อ,หน่วยงาน ER,611.0,นางสุดาวรรณ  จุลสุข
2022-11-30,11:00:00,มูลฝอยติดเชื้อ,หน่วยงาน OPD,178.0,นางสุดาวรรณ  จุลสุข
2022-11-30,11:00:00,มูลฝอยติดเชื้อ,หน่วยงาน X-ray,23.0,นางสุดาวรรณ  จุลสุข
2022-11-30,11:00:00,มูลฝอยติดเชื้อ,หน่วยงาน เภสัช (ER),46.0,นางสุดาวรรณ  จุลสุข
2022-11-30,11:00:00,มูลฝอยติดเชื้อ,หน่วยงาน LAB เทคนิคการแพทย์,509.0,นางสุดาวรรณ  จุลสุข
2022-11-30,11:00:00,มูลฝอยติดเชื้อ,หน่วยงาน LR ห้องคลอด,491.0,นางสุดาวรรณ  จุลสุข
2022-11-30,11:00:00,มูลฝอยติดเชื้อ,หน่วยงาน OR ห้องผ่าตัด,200.0,นางสุดาวรรณ  จุลสุข
2022-11-30,11:00:00,มูลฝอยติดเชื้อ,หน่วยงานทันตกรรม,119.0,นางสุดาวรรณ  จุลสุข
2022-11-30,11:00:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (ชาย),758.0,นางสุดาวรรณ  จุลสุข
2022-11-30,11:00:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (หญิง),757.0,นางสุดาวรรณ  จุลสุข
2022-11-30,11:00:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 1),500.0,นางสุดาวรรณ  จุลสุข
2022-11-30,11:00:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 2),534.0,นางสุดาวรรณ  จุลสุข
2022-11-30,11:00:00,มูลฝอยติดเชื้อ,งานแพทย์ทางเลือก,84.0,นางสุดาวรรณ  จุลสุข
2022-11-30,11:00:00,มูลฝอยติดเชื้อ,งานบริหาร,169.0,นางสุดาวรรณ  จุลสุข
2022-11-30,11:00:00,มูลฝอยติดเชื้อ,งานยานพาหนะ,16.0,นางสุดาวรรณ  จุลสุข
2022-11-30,11:00:00,มูลฝอยติดเชื้อ,งานซักฟอก,219.0,นางสุดาวรรณ  จุลสุข
2022-11-30,11:00:00,มูลฝอยติดเชื้อ,งานบำบันน้ำเสีย,51.0,นางสุดาวรรณ  จุลสุข
2022-11-30,11:00:00,มูลฝอยติดเชื้อ,งานจ่ายกลาง,60.0,นางสุดาวรรณ  จุลสุข
2022-11-30,11:00:00,มูลฝอยติดเชื้อ,คลินิก NCD,235.0,นางสุดาวรรณ  จุลสุข
2022-11-30,11:00:00,มูลฝอยติดเชื้อ,คลินิก ANC,129.0,นางสุดาวรรณ  จุลสุข
2022-11-30,11:00:00,มูลฝอยติดเชื้อ,หน่วยงานอาชีวอนามัย,51.0,นางสุดาวรรณ  จุลสุข
2022-11-30,11:00:00,มูลฝอยติดเชื้อ,ห้องพักศพ (สันติสุข),5.0,นางสุดาวรรณ  จุลสุข
2022-11-30,16:20:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ หน้าห้องซ่อมบำรุง,2490.0,นายเจต  ทองแก้ว
2022-11-30,16:20:00,มูลฝอยทั่วไป,จุดพัก ใต้บันได ATM,2144.0,นายเจต  ทองแก้ว
2022-11-30,16:20:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตปลางทอง,436.0,นายเจต  ทองแก้ว
2022-11-30,16:20:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตเก่า,374.0,นายเจต  ทองแก้ว
2022-11-30,16:20:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลต 48 ยูนิต,451.0,นายเจต  ทองแก้ว
2022-11-30,16:20:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตม่านฟ้า,436.0,นายเจต  ทองแก้ว
2022-11-30,16:20:00,มูลฝอยทั่วไป,หน่วยงานยานพาหนะ,371.0,นายเจต  ทองแก้ว
2022-11-30,16:20:00,มูลฝอยทั่วไป,จุดรับส่งพัสดุ เอกชน,531.0,นายเจต  ทองแก้ว
2022-11-30,16:20:00,มูลฝอยอินทรีย์,งานโภชนาการ,186.0,นายเจต  ทองแก้ว
2022-12-15,16:10:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ หน้าห้องซ่อมบำรุง,2450.0,นายเจต  ทองแก้ว
2022-12-15,16:10:00,มูลฝอยทั่วไป,จุดพัก ใต้บันได ATM,2206.0,นายเจต  ทองแก้ว
2022-12-15,16:10:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตปลางทอง,451.0,นายเจต  ทองแก้ว
2022-12-15,16:10:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตเก่า,420.0,นายเจต  ทองแก้ว
2022-12-15,16:10:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลต 48 ยูนิต,469.0,นายเจต  ทองแก้ว
2022-12-15,16:10:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตม่านฟ้า,422.0,นายเจต  ทองแก้ว
2022-12-15,16:10:00,มูลฝอยทั่วไป,หน่วยงานยานพาหนะ,458.0,นายเจต  ทองแก้ว
2022-12-15,16:10:00,มูลฝอยทั่วไป,จุดรับส่งพัสดุ เอกชน,542.0,นายเจต  ทองแก้ว
2022-12-15,16:10:00,มูลฝอยอินทรีย์,งานโภชนาการ,198.0,นายเจต  ทองแก้ว
2022-12-21,11:30:00,มูลฝอยรีไซเคิล,กระดาษกล่อง,589.0,นางสุดาวรรณ จุลสุข
2022-12-21,11:30:00,มูลฝอยรีไซเคิล,เศษกระดาษ จับจ๊๊ว,312.0,นางสุดาวรรณ จุลสุข
2022-12-21,11:30:00,มูลฝอยรีไซเคิล,ขวดพลาสติก,18.0,นางสุดาวรรณ จุลสุข
2022-12-21,11:30:00,มูลฝอยรีไซเคิล,พลาสติกรวม,152.0,นางสุดาวรรณ จุลสุข
2022-12-21,11:30:00,มูลฝอยรีไซเคิล,ขวดแก้ว,44.0,นางสุดาวรรณ จุลสุข
2022-12-31,14:00:00,มูลฝอยติดเชื้อ,หน่วยงาน ER,471.0,นางสุดาวรรณ  จุลสุข
2022-12-31,14:00:00,มูลฝอยติดเชื้อ,หน่วยงาน OPD,137.0,นางสุดาวรรณ  จุลสุข
2022-12-31,14:00:00,มูลฝอยติดเชื้อ,หน่วยงาน X-ray,18.0,นางสุดาวรรณ  จุลสุข
2022-12-31,14:00:00,มูลฝอยติดเชื้อ,หน่วยงาน LAB เทคนิคการแพทย์,392.0,นางสุดาวรรณ  จุลสุข
2022-12-31,14:00:00,มูลฝอยติดเชื้อ,หน่วยงาน LR ห้องคลอด,379.0,นางสุดาวรรณ  จุลสุข
2022-12-31,14:00:00,มูลฝอยติดเชื้อ,หน่วยงาน OR ห้องผ่าตัด,154.0,นางสุดาวรรณ  จุลสุข
2022-12-31,14:00:00,มูลฝอยติดเชื้อ,หน่วยงานทันตกรรม,91.0,นางสุดาวรรณ  จุลสุข
2022-12-31,14:00:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (ชาย),600.0,นางสุดาวรรณ  จุลสุข
2022-12-31,14:00:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (หญิง),568.0,นางสุดาวรรณ  จุลสุข
2022-12-31,14:00:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 1),400.0,นางสุดาวรรณ  จุลสุข
2022-12-31,14:00:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 2),397.0,นางสุดาวรรณ  จุลสุข
2022-12-31,14:00:00,มูลฝอยติดเชื้อ,งานแพทย์ทางเลือก,65.0,นางสุดาวรรณ  จุลสุข
2022-12-31,14:00:00,มูลฝอยติดเชื้อ,งานบริหาร,130.0,นางสุดาวรรณ  จุลสุข
2022-12-31,14:00:00,มูลฝอยติดเชื้อ,งานยานพาหนะ,12.0,นางสุดาวรรณ  จุลสุข
2022-12-31,14:00:00,มูลฝอยติดเชื้อ,งานซักฟอก,169.0,นางสุดาวรรณ  จุลสุข
2022-12-31,14:00:00,มูลฝอยติดเชื้อ,งานบำบันน้ำเสีย,39.0,นางสุดาวรรณ  จุลสุข
2022-12-31,14:00:00,มูลฝอยติดเชื้อ,งานจ่ายกลาง,46.0,นางสุดาวรรณ  จุลสุข
2022-12-31,14:00:00,มูลฝอยติดเชื้อ,คลินิก NCD,171.0,นางสุดาวรรณ  จุลสุข
2022-12-31,14:00:00,มูลฝอยติดเชื้อ,หน่วยงานอาชีวอนามัย,39.0,นางสุดาวรรณ  จุลสุข
2022-12-31,14:00:00,มูลฝอยติดเชื้อ,ห้องพักศพ (สันติสุข),4.0,นางสุดาวรรณ  จุลสุข
2022-12-31,16:30:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ หน้าห้องซ่อมบำรุง,2462.0,นายเจต  ทองแก้ว
2022-12-31,16:30:00,มูลฝอยทั่วไป,จุดพัก ใต้บันได ATM,2134.0,นายเจต  ทองแก้ว
2022-12-31,16:30:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตปลางทอง,442.0,นายเจต  ทองแก้ว
2022-12-31,16:30:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตเก่า,432.0,นายเจต  ทองแก้ว
2022-12-31,16:30:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลต 48 ยูนิต,453.0,นายเจต  ทองแก้ว
2022-12-31,16:30:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตม่านฟ้า,433.0,นายเจต  ทองแก้ว
2022-12-31,16:30:00,มูลฝอยทั่วไป,หน่วยงานยานพาหนะ,384.0,นายเจต  ทองแก้ว
2022-12-31,16:30:00,มูลฝอยทั่วไป,จุดรับส่งพัสดุ เอกชน,450.0,นายเจต  ทองแก้ว
2022-12-31,16:30:00,มูลฝอยอินทรีย์,งานโภชนาการ,174.0,นายเจต  ทองแก้ว
2023-01-15,16:06:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ หน้าห้องซ่อมบำรุง,2461.0,นายเจต  ทองแก้ว
2023-01-15,16:06:00,มูลฝอยทั่วไป,จุดพัก ใต้บันได ATM,2197.0,นายเจต  ทองแก้ว
2023-01-15,16:06:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตปลางทอง,452.0,นายเจต  ทองแก้ว
2023-01-15,16:06:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตเก่า,479.0,นายเจต  ทองแก้ว
2023-01-15,16:06:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลต 48 ยูนิต,531.0,นายเจต  ทองแก้ว
2023-01-15,16:06:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตม่านฟ้า,462.0,นายเจต  ทองแก้ว
2023-01-15,16:06:00,มูลฝอยทั่วไป,หน่วยงานยานพาหนะ,436.0,นายเจต  ทองแก้ว
2023-01-15,16:06:00,มูลฝอยทั่วไป,จุดรับส่งพัสดุ เอกชน,582.0,นายเจต  ทองแก้ว
2023-01-15,16:06:00,มูลฝอยอินทรีย์,งานโภชนาการ,196.0,นายเจต  ทองแก้ว
2023-01-31,12:00:00,มูลฝอยติดเชื้อ,หน่วยงาน ER,608.0,นางสุดาวรรณ  จุลสุข
2023-01-31,12:00:00,มูลฝอยติดเชื้อ,หน่วยงาน OPD,177.0,นางสุดาวรรณ  จุลสุข
2023-01-31,12:00:00,มูลฝอยติดเชื้อ,หน่วยงาน X-ray,23.0,นางสุดาวรรณ  จุลสุข
2023-01-31,12:00:00,มูลฝอยติดเชื้อ,หน่วยงาน เภสัช (ER),46.0,นางสุดาวรรณ  จุลสุข
2023-01-31,12:00:00,มูลฝอยติดเชื้อ,หน่วยงาน LAB เทคนิคการแพทย์,506.0,นางสุดาวรรณ  จุลสุข
2023-01-31,12:00:00,มูลฝอยติดเชื้อ,หน่วยงาน LR ห้องคลอด,489.0,นางสุดาวรรณ  จุลสุข
2023-01-31,12:00:00,มูลฝอยติดเชื้อ,หน่วยงาน OR ห้องผ่าตัด,199.0,นางสุดาวรรณ  จุลสุข
2023-01-31,12:00:00,มูลฝอยติดเชื้อ,หน่วยงานทันตกรรม,118.0,นางสุดาวรรณ  จุลสุข
2023-01-31,12:00:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (ชาย),753.0,นางสุดาวรรณ  จุลสุข
2023-01-31,12:00:00,มูลฝอยติดเชื้อ,หน่วยงานผู้ป่วยใน (หญิง),754.0,นางสุดาวรรณ  จุลสุข
2023-01-31,12:00:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 1),520.0,นางสุดาวรรณ  จุลสุข
2023-01-31,12:00:00,มูลฝอยติดเชื้อ,ห้องพิเศษ อาคารสงฆ์ (ชั้น 2),509.0,นางสุดาวรรณ  จุลสุข
2023-01-31,12:00:00,มูลฝอยติดเชื้อ,งานแพทย์ทางเลือก,84.0,นางสุดาวรรณ  จุลสุข
2023-01-31,12:00:00,มูลฝอยติดเชื้อ,งานบริหาร,168.0,นางสุดาวรรณ  จุลสุข
2023-01-31,12:00:00,มูลฝอยติดเชื้อ,งานยานพาหนะ,16.0,นางสุดาวรรณ  จุลสุข
2023-01-31,12:00:00,มูลฝอยติดเชื้อ,งานซักฟอก,218.0,นางสุดาวรรณ  จุลสุข
2023-01-31,12:00:00,มูลฝอยติดเชื้อ,งานบำบันน้ำเสีย,50.0,นางสุดาวรรณ  จุลสุข
2023-01-31,12:00:00,มูลฝอยติดเชื้อ,งานจ่ายกลาง,60.0,นางสุดาวรรณ  จุลสุข
2023-01-31,12:00:00,มูลฝอยติดเชื้อ,คลินิก NCD,233.0,นางสุดาวรรณ  จุลสุข
2023-01-31,12:00:00,มูลฝอยติดเชื้อ,คลินิก ANC,128.0,นางสุดาวรรณ  จุลสุข
2023-01-31,12:00:00,มูลฝอยติดเชื้อ,หน่วยงานอาชีวอนามัย,50.0,นางสุดาวรรณ  จุลสุข
2023-01-31,12:00:00,มูลฝอยติดเชื้อ,ห้องพักศพ (สันติสุข),5.0,นางสุดาวรรณ  จุลสุข
2023-01-31,14:30:00,มูลฝอยอันตราย,หน่วยงานซ่อมบำรุง,30.0,นายเจต  ทองแก้ว
2023-01-31,14:30:00,มูลฝอยอันตราย,หน่วยงาน OR ห้องผ่าตัด,20.0,นายเจต  ทองแก้ว
2023-01-31,14:30:00,มูลฝอยอันตราย,จุดพัก OPD อาคาร 3 ชั้น,75.0,นายเจต  ทองแก้ว
2023-01-31,14:30:00,มูลฝอยอันตราย,จุดพัก ATM,65.0,นายเจต  ทองแก้ว
2023-01-31,14:30:00,มูลฝอยอันตราย,หน่วยงานจ่ายกลาง,10.0,นายเจต  ทองแก้ว
2023-01-31,16:09:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ หน้าห้องซ่อมบำรุง,2314.0,นายเจต  ทองแก้ว
2023-01-31,16:09:00,มูลฝอยทั่วไป,จุดพัก ใต้บันได ATM,2109.0,นายเจต  ทองแก้ว
2023-01-31,16:09:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตปลางทอง,453.0,นายเจต  ทองแก้ว
2023-01-31,16:09:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตเก่า,424.0,นายเจต  ทองแก้ว
2023-01-31,16:09:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลต 48 ยูนิต,541.0,นายเจต  ทองแก้ว
2023-01-31,16:09:00,มูลฝอยทั่วไป,บ้านพักเจ้าหน้าที่ แฟลตม่านฟ้า,431.0,นายเจต  ทองแก้ว
2023-01-31,16:09:00,มูลฝอยทั่วไป,หน่วยงานยานพาหนะ,423.0,นายเจต  ทองแก้ว
2023-01-31,16:09:00,มูลฝอยทั่วไป,จุดรับส่งพัสดุ เอกชน,580.0,นายเจต  ทองแก้ว
2023-01-31,16:09:00,มูลฝอยอินทรีย์,งานโภชนาการ,187.0,นายเจต  ทองแก้ว
2023-02-08,11:40:00,มูลฝอยรีไซเคิล,กระดาษกล่อง,604.0,นางสุดาวรรณ จุลสุข
2023-02-08,11:40:00,มูลฝอยรีไซเคิล,เศษกระดาษ จับจ๊๊ว,178.0,นางสุดาวรรณ จุลสุข
